"logFC","FC","P.Value","adj.P.Val","entrez_ID","merged_symbol","merged_description","ensembl_description","AveExpr","CI.L","CI.R","t"
-2.47213026537593,-5.54862485632493,3.71515315287272e-22,6.30054870917895e-20,"111580738","soul5_ENSAOCG00000004382","heme-binding protein soul5","heme-binding protein 2-like",4.3181242776432,-3.09842085509639,-1.84583967565547,-12.5296623927581
-2.40328839665939,-5.29007580807711,2.7942735360151e-13,9.69863785232059e-12,"111570651","htra4_ENSAOCG00000016304","HtrA serine peptidase 4","serine protease HTRA1-like",3.6037137262903,-3.30803333268782,-1.49854346063096,-8.43186476845372
-2.35514718442119,-5.11646428255737,2.6377472179883e-22,4.65670488369114e-20,"118470220","LOC118470220","elastase-1-like.4",NA,4.04720432363314,-2.94847613824039,-1.76181823060198,-12.5998801892053
-2.33548607045159,-5.0472098465723,2.5998455610524e-06,1.75975718711335e-05,"111584607","LOC111584607_ENSAOCG00000004221","stonustoxin subunit beta-like.3","tripartite motif-containing protein 16-like protein",-0.374593304113621,-3.82169232118201,-0.849279819721169,-4.98817982858455
-2.23643290208964,-4.71230494339246,8.6752658989522e-16,4.9300231380378e-14,"129347868","LOC129347868","uncharacterized LOC129347868",NA,0.900160722427283,-2.97710109658621,-1.49576470759307,-9.5846460864854
-2.19513998941491,-4.57934096925784,2.69376841273024e-24,6.23853592186924e-22,"111576119","LOC111576119_ENSAOCG00000003314","sodium-dependent neutral amino acid transporter B(0)AT1-like.1","sodium-dependent neutral amino acid transporter B(0)AT1-like.1",3.14123769849669,-2.70939805776757,-1.68088192106225,-13.5495543478516
-2.17953939666823,-4.5300890073335,5.72518196414075e-11,1.22088088261053e-09,"111578169","fgfbp2a","fibroblast growth factor binding protein 2a","fibroblast growth factor-binding protein 2-like",2.51965685752275,-3.1208853763289,-1.23819341700755,-7.34952642006456
-2.0601885733239,-4.17040811789801,0.0112925136100728,0.0264281384476527,"111575257","rdh20_ENSAOCG00000012261","retinol dehydrogenase 20","retinol dehydrogenase 10-A-like",-0.97690083274672,-4.59320736071527,0.47283021406747,-2.58173978342494
-2.0113233186591,-4.03151843359246,6.14602969404153e-29,3.2286143304943e-26,"111585610","tnnt2e","troponin T2e, cardiac",NA,4.82009861688402,-2.41409839989529,-1.6085482374229,-15.8512384380571
-1.98980723848799,-3.97183926051478,2.24023751905251e-11,5.3197613765549e-10,"111571927","tnni1c","troponin I, skeletal, slow c","troponin I, slow skeletal muscle-like",2.38768762650465,-2.82719981790466,-1.15241465907133,-7.54268207151484
-1.96230500721444,-3.89684083727184,4.91708268484018e-32,4.07323564869568e-29,"111573539","paplna","papilin a, proteoglycan-like sulfated glycoprotein",NA,6.33834879972644,-2.31882161308072,-1.60578840134815,-17.4715185141809
-1.93541120856859,-3.82487131067076,1.80202259932801e-05,9.72974749168381e-05,"118469543","LOC118469543","fibrous sheath CABYR-binding protein-like.1",NA,2.35882796261585,-3.29851813403864,-0.572304283098543,-4.50699661137705
-1.91742269255798,-3.77747627028593,2.37567013417587e-18,2.14088633263096e-16,"111579233","si:ch1073-13h15.3_retsatl","inactive all-trans-retinol 13,14-reductase","putative all-trans-retinol 13,14-reductase (si:ch1073-13h15.3)",2.62481119921883,-2.48309907952141,-1.35174630559455,-10.7595402997393
-1.9156320988662,-3.77279078290361,1.77882539614963e-22,3.24680859171786e-20,"111582384","LOC111582384_ENSAOCG00000014799","hatching enzyme 1.2-like.1","C6astacin pactacin1-like",9.32928802289941,-2.39515615171767,-1.43610804601472,-12.6807696457178
-1.88916945418753,-3.70421914988743,1.58460686118124e-25,4.61206251028669e-23,"111585148","mgarpb","mitochondria localized glutamic acid rich protein b",NA,3.71281906944064,-2.3130646803179,-1.46527422805716,-14.1467374421579
-1.88411063305793,-3.69125302347134,0.000271933998483327,0.00105549008097565,"111574808","LOC111574808_HBE1","hemoglobin subunit beta-like.1","hemoglobin subunit beta-2, MN-cluster",-1.37831845996738,-3.46806004881152,-0.300161217304336,-3.77580012465363
-1.85613090604641,-3.62035433728832,1.20856163596132e-29,7.65588250451026e-27,"111568572","LOC111568572_ENSAOCG00000022912","ABC transporter F family member 4-like","ABC transporter F family member 4-like",5.21492081683133,-2.21950708935411,-1.49275472273872,-16.2142194672812
-1.8124725734533,-3.51243754644893,9.563113453155e-14,3.55121271644918e-12,"111571549","LOC111571549_ENSAOCG00000022171","bile salt-activated lipase-like.2","bile salt-activated lipase-like.2",7.36238868277749,-2.47782700428008,-1.14711814262651,-8.64693698698228
-1.80897553105885,-3.50393383102298,0.000616060359660045,0.00215156608178337,"111569789","LOC111569789_ENSAOCG00000021928","glutamic acid-rich protein-like","troponin T, skeletal muscle-like",-0.58899805082715,-3.43217942445456,-0.185771637663131,-3.5375576062649
-1.78735819610435,-3.45182229927052,1.38137913311864e-28,6.46785734111073e-26,"118470202","enam","enamelin",NA,5.69189498695384,-2.14938032359883,-1.42533606860987,-15.6718542449862
-1.76898670575394,-3.4081449745447,1.17409070161859e-13,4.30060638290156e-12,"111567980","LOC111567980_slc22a13b","solute carrier family 22 member 13-like.5","solute carrier family 22 member 13-like.7",1.97694023540993,-2.42147897482386,-1.11649443668402,-8.60583673672557
-1.74603537756222,-3.35435499177034,1.74910670854878e-06,1.23840434874174e-05,"111564969","prl","prolactin","prolactin-like.2",1.17579294214768,-2.83629265085979,-0.655778104264643,-5.08355995982796
-1.72508948763957,-3.30600633156515,1.61770220595069e-06,1.15754385753375e-05,"111588262","LOC111588262","olfactory receptor 1F1-like",NA,0.274639345967787,-2.79832332829145,-0.651855646987697,-5.10224342263352
-1.70637058587557,-3.26338813402256,0.000461729422798491,0.00167645453611495,"111574513","LOC111574513","complement C1q-like protein 4.1",NA,-2.16873785313339,-3.20150863822145,-0.211232533529685,-3.62272998284371
-1.66475725176625,-3.17060301508828,0.00818262005761647,0.0200748685272746,"111588513","grk1b","G protein-coupled receptor kinase 1 b","rhodopsin kinase-like.1",-0.801972626510925,-3.62285081494938,0.293336311416886,-2.6987420724135
-1.63470428199279,-3.1052389349905,9.06789589912109e-07,6.93146907450739e-06,"111575418","angptl3","angiopoietin-like 3","angiopoietin like 3",3.31278764609895,-2.62503798339483,-0.644370580590755,-5.23964116774591
-1.63456494436689,-3.10493904089285,1.15273128468019e-08,1.43345995435577e-07,"111580759","LOC111580759","cell division cycle protein 20 homolog B",NA,0.482897618832053,-2.46785618592352,-0.801273702810255,-6.22657562882088
-1.63229882701873,-3.10006577739138,2.18512549117932e-24,5.22924809211334e-22,"111580328","aldh1l1","aldehyde dehydrogenase 1 family, member L1","cytosolic 10-formyltetrahydrofolate dehydrogenase-like",6.40762149514949,-2.01346656898002,-1.25113108505744,-13.5933792318284
-1.62473481013709,-3.08385473808693,4.14953035251692e-07,3.46674106797942e-06,"111588247","LOC111588247","olfactory receptor 5K4-like",NA,1.07314184638053,-2.57585847059809,-0.673611149676097,-5.42237318633835
-1.61621097527675,-3.06568820443226,8.5384823012789e-20,9.88719525833038e-18,"111569413","LOC111569413","fibrous sheath CABYR-binding protein-like",NA,5.8739295945686,-2.06520442394458,-1.16721752660892,-11.4262034175822
-1.60160236345225,-3.03480193657717,3.00140748425739e-14,1.28262528563364e-12,"111587722","b3gnt9","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 9-like",2.24205394408522,-2.174200412447,-1.02900431445749,-8.87868689756294
-1.59869719052196,-3.02869686719811,4.39206056395326e-14,1.785581878665e-12,"111569640","LOC111569640","uncharacterized LOC111569640",NA,7.11851708846319,-2.17519582237801,-1.02219855866592,-8.80261757903611
-1.59846689642649,-3.02821344185926,0.00155451664063054,0.00484392063164071,"129349259","LOC129349259","uncharacterized LOC129349259",NA,-1.23106951202441,-3.15756621621633,-0.0393675766366517,-3.25442126165864
-1.58696320254296,-3.00416322855632,2.75240320247447e-14,1.18800120590972e-12,"111586791","LOC111586791_abcc4","ATP-binding cassette sub-family C member 4-like.2","multidrug resistance-associated protein 4-like.2",3.77714647856621,-2.15322442053106,-1.02070198455485,-8.89598295211687
-1.57413293022561,-2.9775648511479,8.5834293748983e-16,4.89777626627032e-14,"111577165","LOC111577165_ENSAOCG00000004615","AFG3-like protein 1","AFG3-like protein 1",3.81475199023803,-2.09534363435839,-1.05292222609283,-9.58676280023742
-1.53645450594575,-2.90080739077345,1.33895688098393e-08,1.63483295366394e-07,"129350678","LOC129350678","uncharacterized LOC129350678",NA,0.907321596007287,-2.32386456569648,-0.74904444619502,-6.19387805170654
-1.50918818106944,-2.84649818744523,7.73520073994315e-08,7.75969974554707e-07,"129348463","LOC129348463","uncharacterized LOC129348463",NA,-0.220367571076152,-2.33437173100158,-0.684004631137297,-5.80546134525403
-1.50012468939147,-2.8286715908932,2.27026044120713e-05,0.000119144418573877,"129349006","LOC129349006","uncharacterized LOC129349006",NA,0.924494648512496,-2.57075687227617,-0.429492506506776,-4.44765373734919
-1.47005730381948,-2.77032897145039,1.18773278785642e-12,3.65971227251096e-11,"111574229","paplnb","papilin b, proteoglycan-like sulfated glycoprotein","papilin-like",4.06122747962623,-2.04329426428363,-0.896820343355328,-8.14036697337522
-1.46597145785396,-2.76249424281499,2.99826327767318e-20,3.64839516805226e-18,"111564888","LOC111564888","protein TsetseEP-like",NA,5.95334590858429,-1.86584642367298,-1.06609649203495,-11.6371116954033
-1.46482346801382,-2.76029692888511,0.000112573133922874,0.000486867501692944,"111581477","kcnmb2","potassium large conductance calcium-activated channel, subfamily M, beta member 2","calcium-activated potassium channel subunit beta-2-like.1",-0.918551283125003,-2.62080004706478,-0.308846888962851,-4.0223527843519
-1.44463049259327,-2.72193099453451,4.89553623254729e-15,2.38552170535302e-13,"111569442","LOC111569442_rbp4l","purpurin-like","purpurin-like",6.29199588528928,-1.94089722997423,-0.948363755212319,-9.24028814361449
-1.44354655726754,-2.71988670312362,2.18379409719331e-08,2.53555564772774e-07,"111562812","si:ch73-6k14.2","uncharacterized si:ch73-6k14.2",NA,0.926954684708956,-2.1963832611333,-0.690709853401776,-6.08658813028617
-1.42637378405748,-2.68770311116118,3.54230784378032e-18,3.08883507446723e-16,"111588155","ampd1","adenosine monophosphate deaminase 1 (isoform M)","adenosine monophosphate deaminase 1",6.21620417554717,-1.85032479065571,-1.00242277745925,-10.6797621696039
-1.41235024074191,-2.66170418135149,6.67138195635845e-22,1.06764125368475e-19,"111579238","gyg1b","glycogenin 1b","glycogenin-1-like",7.61487595915915,-1.77360991442683,-1.05109056705699,-12.4098584251811
-1.40768975211584,-2.65311967323249,7.51128467652217e-25,1.94913312485463e-22,"111580017","LOC111580017_ENSAOCG00000007167","calpain-1 catalytic subunit-like.3","calpain-13/14b",5.06506676497353,-1.73107112591042,-1.08430837832126,-13.8177029250392
-1.39745476509104,-2.63436411524556,1.27538983799853e-21,1.8814620774529e-19,"111574852","dhrs7ca","dehydrogenase/reductase (SDR family) member 7Ca","dehydrogenase/reductase SDR family member 7C-B-like",4.29604497167033,-1.75875640901708,-1.036153121165,-12.2775503902324
-1.3700889674302,-2.58486505858662,9.67902476003548e-07,7.3429670757888e-06,"111587887","LOC111587887_ENSAOCG00000019284","trypsin-like.2","trypsinogen2a, loop2",0.378031781132083,-2.20255878584852,-0.537619149011887,-5.22425270530773
-1.36327702966339,-2.572688933157,9.85587192154102e-17,6.71758764070097e-15,"111582642","slc43a2b","solute carrier family 43 member 2b","large neutral amino acids transporter small subunit 4-like",4.27038757974565,-1.79527485406034,-0.931279205266446,-10.0172026915744
-1.34302250054897,-2.53682236311206,0.00216981491170819,0.00646114662911255,"118471786","LOC118471786","protein TBATA-like.8",NA,-0.279019654707124,-2.6971273682688,0.0110823671708489,-3.14829118554216
-1.33319938978294,-2.51960816197181,9.36265100863678e-06,5.46484491664008e-05,"111588606","LOC111588606","protein TBATA-like.5",NA,-0.712617591305971,-2.23884818479467,-0.42755059477121,-4.67282155512484
-1.32401316342675,-2.50361576067502,8.98672253871301e-06,5.27113371565361e-05,"111568044","LOC111568044_ENSAOCG00000018299","von Willebrand factor A domain-containing protein 7-like.1","von Willebrand factor A domain-containing protein 7-like.1",6.86645275444716,-2.22144993922701,-0.426576387626504,-4.68308827836539
-1.31850392430549,-2.49407340057684,4.18740604333178e-12,1.15330372584757e-10,"111580296","LOC111580296_ENSAOCG00000002086","keratin, type I cytoskeletal 18-like.1","keratin, type I cytoskeletal 18-like",2.36883222973725,-1.84928890583039,-0.787718942780595,-7.88509090677211
-1.31822776087713,-2.49359602599485,2.36273774113793e-05,0.000123396327518499,"118470105","LOC118470105","basic proline-rich protein",NA,3.60724869566816,-2.26122571262507,-0.375229809129197,-4.43734920754785
-1.31698685440756,-2.49145212934643,2.64169061520115e-25,7.26594207657245e-23,"111583439","tmsb4x","thymosin beta 4 X-linked.1",NA,8.38501419121522,-1.61477565809437,-1.01919805072076,-14.038379514659
-1.3165768955199,-2.49074425428762,3.00262623311062e-07,2.60139033824363e-06,"111576657","LOC111576657","leucine-rich repeat-containing protein 43",NA,-0.694898033754856,-2.07682494125376,-0.556328849786038,-5.49711498044195
-1.31453515047977,-2.48722177189896,1.46536747626492e-28,6.71512440506253e-26,"111587705","hgd","homogentisate 1,2-dioxygenase","homogentisate 1,2-dioxygenase",5.57534791178861,-1.58101060217023,-1.04805969878932,-15.6588152641027
-1.30140151383689,-2.46468199261834,1.69532115912153e-22,3.14774371768616e-20,"111571281","LOC111571281_ENSAOCG00000014124","trypsin-like","trypsinogen1b loop1.2",7.85650576414464,-1.62691676020938,-0.975886267464398,-12.6906502964403
-1.29855827772736,-2.45982942718977,4.51022258978414e-32,3.88564696555083e-29,"111575208","LOC111575208_BCO2","carotenoid-cleaving dioxygenase, mitochondrial-like","beta,beta-carotene 9',10'-oxygenase-like",5.46003621002569,-1.53421256528094,-1.06290399017378,-17.4916187639153
-1.29104485775953,-2.44705216734621,3.30262475237756e-08,3.65528940990277e-07,"111588720","ptpdc1b_ENSAOCG00000007487","protein tyrosine phosphatase domain containing 1b","protein tyrosine phosphatase domain-containing protein 1-like",0.0815430541099114,-1.97460625261703,-0.60748346290204,-5.99525567569525
-1.28527956366918,-2.43729277718717,1.03889713976876e-09,1.62732847973378e-08,"111569181","smtla","somatolactin alpha","somatolactin-like",3.06388610134777,-1.89027090176496,-0.680288225573408,-6.74360850076871
-1.28473404858451,-2.43637135679142,6.22054353563623e-05,0.000290121408987729,"118469156","LOC118469156","uncharacterized LOC118469156",NA,-0.563708664592252,-2.25966260234846,-0.309805494820562,-4.18296612854841
-1.28284262403272,-2.43317928013953,0.00069684244257728,0.0023971558102906,"111574470","hpxa","hemopexin a","hemopexin-like.1",5.5560752205167,-2.44604706753048,-0.119638180534964,-3.50075109165517
-1.26466081758955,-2.40270714819023,0.00199359033192329,0.00600698776846165,"118469153","LOC118469153","heat shock protein beta-7-like",NA,-0.616554739491331,-2.5288414954247,-0.000480139754398978,-3.17547588553262
-1.26341125616965,-2.40062699248035,1.47466240360217e-09,2.22729865699744e-08,"111571587","chrnb1l","cholinergic receptor, nicotinic, beta 1 (muscle) like","acetylcholine receptor subunit beta-like.1",1.1276985375246,-1.86473936614908,-0.662083146190223,-6.66925218558473
-1.26200393635048,-2.39828637122629,4.50235306066669e-20,5.4478472034067e-18,"111564097","phyhd1","phytanoyl-CoA dioxygenase domain containing 1","phytanoyl-CoA dioxygenase domain containing 1",3.80341445170907,-1.60868550891116,-0.91532236378981,-11.5551039204581
-1.26003093614186,-2.39500876557751,0.00129310705403947,0.00413157391038452,"111565784","LOC111565784_ENSAOCG00000015286","fish-egg lectin-like","fish-egg lectin-like",7.10668615448682,-2.46765393638758,-0.0524079358961287,-3.31202598947891
-1.25920169740327,-2.39363254722924,1.94616088150108e-14,8.60706633794051e-13,"111577097","LOC111577097_ENSAOCG00000000330","trypsin-3-like.3","trypsinogen1b loop1",6.22968575805454,-1.70504311448097,-0.813360280325571,-8.96517546668474
-1.25689275502352,-2.38980475326259,2.36530108656374e-07,2.1077308565333e-06,"111564706","spef2","sperm flagellar 2",NA,0.0332795270261535,-1.9755113045979,-0.538274205449152,-5.55192644218234
-1.24953783109773,-2.37765242448739,1.5068769412819e-06,1.08727355314337e-05,"111563865","efhc2","EF-hand domain (C-terminal) containing 2","EF-hand domain containing 2",-0.409426293989433,-2.02434218399571,-0.474733478199748,-5.1191901489746
-1.2487449825863,-2.37634611911205,9.99205128784933e-10,1.57893470753998e-08,"111566430","LOC111566430_ENSAOCG00000024597","desmoglein-2.1-like","desmoglein-2-like.2",5.86802828334091,-1.83582076850673,-0.661669196665864,-6.75186098682436
-1.24814341377347,-2.37535544702002,2.59724207305358e-06,1.75880112667103e-05,"118469691","urp2","urotensin II-related peptide",NA,0.181967275108501,-2.04237141549867,-0.453915412048268,-4.98842214660117
-1.2471729423956,-2.37375813140802,3.77150004889039e-14,1.56513618599232e-12,"111568709","LOC111568709_ENSAOCG00000017831","chymotrypsin-like elastase family member 3B","proelastase3/proproteinaseE, typeA.1",5.46110655298538,-1.69536006818836,-0.798985816602828,-8.83306053870754
-1.23966294678393,-2.36143356262082,1.21495472965323e-14,5.57946587788298e-13,"111579317","si:ch73-366l1.5","FILIA-N KH-like domain-containing protein","protein TsetseEP-like",5.74542357782569,-1.67403275813127,-0.805293135436597,-9.05915916822004
-1.23571244745105,-2.35497614742121,2.00488435036182e-07,1.82199152481405e-06,"111579716","dnah3","dynein axonemal heavy chain 3","dynein axonemal heavy chain 3",0.549618156439377,-1.93743972601891,-0.533985168883193,-5.58975748273061
-1.23419407223417,-2.35249893891808,7.59139128641878e-16,4.37174827611999e-14,"111572066","LOC111572066_ENSAOCG00000001658","uncharacterized LOC111572066","FK506-binding protein 5-like",5.16857933777915,-1.64180910749611,-0.826579036972228,-9.61119005425458
-1.23369787340779,-2.35168996234206,5.60777950182807e-05,0.000265276421942396,"118469496","LOC118469496","centrosomal protein of 128 kDa.1",NA,-0.0769893936021058,-2.16374046494846,-0.30365528186712,-4.21065716699655
-1.23013709639587,-2.34589281332797,5.78336093613531e-11,1.23206753553395e-09,"111569782","LOC111569782_ENSAOCG00000021706","immunoglobulin-like and fibronectin type III domain-containing protein 1","immunoglobulin-like and fibronectin type III domain-containing protein 1.2",5.33411850069967,-1.76158596268487,-0.698688230106862,-7.34743807485871
-1.22873049682197,-2.34360672813764,3.86202980272798e-12,1.06778431182484e-10,"111575874","hunk_ENSAOCG00000010011","hormonally up-regulated Neu-associated kinase","hormonally up-regulated Neu-associated kinase",5.04246296873356,-1.7223469362254,-0.73511405741854,-7.90152514468902
-1.21697743160376,-2.32459185064956,1.38474108640378e-12,4.18884178637143e-11,"111580940","LOC111580940_ENSAOCG00000018280","ATPase family AAA domain-containing protein 2-like","ATPase family AAA domain-containing protein 2-like",1.99778934326861,-1.6933427766883,-0.740612086519219,-8.10935417936362
-1.20872781584756,-2.31133730657514,1.07303232233272e-06,8.04139532303487e-06,"111578619","LOC111578619_SLC30A2","proton-coupled zinc antiporter SLC30A2-like","zinc transporter 2-like",0.319362256605441,-1.94659696947273,-0.470858662222395,-5.19987693351078
-1.20486501202647,-2.30515699795801,3.24300166304789e-07,2.77945761316058e-06,"111584972","LOC111584972_ENSAOCG00000000605","olfactory receptor 49-like.2","olfactory receptor 49-like",0.774284882263637,-1.9028593746581,-0.506870649394831,-5.47936690214521
-1.20030235694187,-2.29787824394188,2.69055038774639e-08,3.03557224993618e-07,"111566859","pck1","phosphoenolpyruvate carboxykinase 1 (soluble)","phosphoenolpyruvate carboxykinase 1",7.81482491729198,-1.83105001783576,-0.569554696047976,-6.04058380909341
-1.19883116638981,-2.29553617333262,2.18822523717345e-09,3.19525390903334e-08,"111578039","lypc","ly6 domain containing, pigment cell",NA,1.10478873815573,-1.77671090587377,-0.620951426905859,-6.58513163129813
-1.19509685195329,-2.28960202310849,1.73280364138723e-05,9.40078711037736e-05,"111585944","ngs","notochord granular surface","glial fibrillary acidic protein-like.1",2.5951596108834,-2.03493485571642,-0.355258848190163,-4.51701448517791
-1.19239766053865,-2.28532232692316,0.0236212628258403,0.0495959016126876,"111562581","tpo_ENSAOCG00000006509","thyroid peroxidase","thyroid peroxidase",-0.530574208215311,-2.83898782953316,0.45419250845587,-2.29868520799176
-1.1914138111182,-2.28376437704323,6.72808525234186e-22,1.06764125368475e-19,"111587605","pkmb","pyruvate kinase M1/2b","pyruvate kinase PKM-like",9.51878590565059,-1.49620349146616,-0.886624130770239,-12.4081283093044
-1.18454380294519,-2.27291511046952,1.30333617148667e-09,1.98945814751807e-08,"111564991","LOC111564991_cyp2n13","cytochrome P450 2J6-like.2","cytochrome P450 2J6-like",4.28574015222845,-1.74612418979504,-0.622963416095337,-6.69550127877621
-1.18425955041735,-2.27246732476069,5.27901826182685e-25,1.42124369154033e-22,"111580595","pou3f1","POU class 3 homeobox 1","POU domain, class 3, transcription factor 1",4.37954638340685,-1.45485752014885,-0.913661580685849,-13.8920477033346
-1.18319053318455,-2.27078408135644,5.14103224810368e-12,1.39104965527207e-10,"111570809","LOC111570809","uncharacterized LOC111570809",NA,2.36599625909813,-1.66203626501154,-0.704344801357562,-7.84337481711797
-1.18274247068565,-2.27007894605021,5.16403554303842e-06,3.23843551863938e-05,"111572784","wnt2","wingless-type MMTV integration site family member 2","protein Wnt-2",0.0146079547833306,-1.96154252846682,-0.403942412904478,-4.82067797159024
-1.17939759213081,-2.26482188017794,8.11472581057866e-11,1.65013438178834e-09,"111587528","LOC111587528_ENSAOCG00000010300","MAPK regulated corepressor interacting protein 2-like","MAPK regulated corepressor interacting protein 2-like",0.869961207570008,-1.6938302138114,-0.664964970450221,-7.27738983965607
-1.17657514342783,-2.260395376606,2.09439786459552e-15,1.08959278279368e-13,"111579646","arr3b","arrestin 3b, retinal (X-arrestin)","arrestin 3",5.93637229219151,-1.57349782245927,-0.779652464396399,-9.40930744562844
-1.17374915242407,-2.25597198528225,2.64798816962743e-18,2.34701107808377e-16,"111581380","hpdb","4-hydroxyphenylpyruvate dioxygenase b","4-hydroxyphenylpyruvate dioxygenase-like",5.54842396253184,-1.52072664159488,-0.826771663253249,-10.737863913812
-1.17129792951549,-2.25214221189873,2.3022154916906e-18,2.09575349184754e-16,"111580556","si:ch211-140m22.7_ENSAOCG00000010804","uncharacterized LOC111580556","ATP synthase-coupling factor 6, mitochondrial-like",5.6323891011883,-1.51665184541223,-0.825944013618754,-10.7658145591627
-1.16911314434426,-2.24873419915785,3.3453740870123e-14,1.41279739384453e-12,"111569913","LOC111569913_ENSAOCG00000016947","pre-B-cell leukemia transcription factor 1-like","pre-B-cell leukemia transcription factor 1-like.2",1.87985968728308,-1.58811222853721,-0.750114060151313,-8.85701486512492
-1.16757641139754,-2.24634016298896,0.000708093630210992,0.00243081297537207,"129348669","LOC129348669","uncharacterized LOC129348669",NA,0.544595281314992,-2.22771900953594,-0.107433813259143,-3.49594773188595
-1.16278200496026,-2.23888744992764,1.6315473218959e-11,3.97065155016881e-10,"111586177","LOC111586177_PLA2G1B","phospholipase A2-like","phospholipase A2, group IB (pancreas) pla2g1b",5.42903992521397,-1.64794777893418,-0.677616230986344,-7.6076767314063
-1.15948556408486,-2.2337776141319,8.12592771465692e-11,1.65013438178834e-09,"111576092","nolc1","nucleolar and coiled-body phosphoprotein 1","nucleolar and coiled-body phosphoprotein 1-like",5.17839496258525,-1.66525276069812,-0.653718367471591,-7.27710416937957
-1.15775244556256,-2.23109577437388,4.47334098759468e-16,2.70637129749478e-14,"111572190","LOC111572190_si:ch211-103n10.5","protamine-like protein","protamine-like protein",5.11838885749482,-1.53598211952776,-0.779522771597367,-9.716369289728
-1.15664564278674,-2.22938478491233,0.000139337625159978,0.00058809597701266,"111579483","si:dkey-22n8.3_ENSAOCG00000011114","golgin subfamily A member 4","golgin subfamily A member 4-like",2.96767105896809,-2.08294737321658,-0.230343912356896,-3.9636176602086
-1.15424436966655,-2.22567720367407,1.31574404399975e-26,4.5707250354301e-24,"111572373","mgarpa","mitochondria localized glutamic acid rich protein a",NA,6.62918826046022,-1.40385225529517,-0.904636484037923,-14.6785571227764
-1.14706127691687,-2.21462323070569,9.66417376383667e-13,3.0475398905639e-11,"111563194","LOC111563194","POU domain, class 2, transcription factor 2",NA,2.94552595668662,-1.59207228420459,-0.70205026962915,-8.18200554587905
