"logFC","FC","P.Value","adj.P.Val","entrez_ID","merged_symbol","merged_description","ensembl_description","AveExpr","CI.L","CI.R","t"
2.75350264917116,6.74352373690927,0.000557367754197462,0.00281072036757315,"129349745","LOC129349745","macrophage mannose receptor 1-like.17",NA,2.27724617954937,0.28403698927228,5.22296830907004,3.56728037558053
2.61951210443012,6.14542209371674,0.00516286492352534,0.0182981380159435,"111570849","LOC111570849","uncharacterized LOC111570849",NA,-0.15749989187313,-0.31057625224966,5.54960046110989,2.86018701230044
2.61311803403502,6.1182456550697,1.53791871973318e-22,1.50562242661878e-19,"111576402","LOC111576402_ENSAOCG00000015993","myosin-11-like","myosin-11-like",1.57069032963637,1.95539210858864,3.2708439594814,12.7106805442577
2.57450835860634,5.95667959022163,6.08885713532918e-19,1.79646308192767e-16,"111588653","LOC111588653","calpain-1 catalytic subunit-like.5",NA,3.14971228237678,1.82788617836821,3.32113053884447,11.0318451185633
2.56604316906559,5.92183038541419,2.0367875401212e-07,3.00468013966647e-06,"111587042","irg1l","immunoresponsive gene 1, like","cis-aconitate decarboxylase-like",-0.650457685531339,1.09641959735588,4.0356667407753,5.5861499133984
2.50509832747187,5.67688032172209,1.13429656391123e-09,3.1161325757041e-08,"111588513","grk1b","G protein-coupled receptor kinase 1 b","rhodopsin kinase-like.1",-0.801972626510925,1.31333995819605,3.69685669674768,6.72498474977461
2.41036669135528,5.31609428210294,5.88113151997901e-13,3.87610605520179e-11,"111568249","si:ch211-220m17.5_ENSAOCG00000012165","guanylin family protein","guanylin-like.2",1.6143321508533,1.47927067074559,3.34146271196497,8.28215557178632
2.40816493187505,5.30798734777371,8.52547040736426e-12,4.02678907091692e-10,"111568256","LOC111568256_ENSAOCG00000012152","guanylin-like.1","guanylin-like.1",1.51019519400399,1.41280277130892,3.40352709244117,7.74033644717094
2.31619604071101,4.98017362677444,1.3663206453115e-14,1.32557720985221e-12,"118469543","LOC118469543","fibrous sheath CABYR-binding protein-like.1",NA,2.35882796261585,1.49609738056426,3.13629470085776,9.03574466232595
2.22536416514328,4.67628923440704,4.09396534693309e-09,9.75396301352267e-08,"111587046","si:ch211-153b23.3_ENSAOCG00000010974","uncharacterized si:ch211-153b23.3","uncharacterized LOC111587046",0.0200115077829131,1.12169112393599,3.32903720635057,6.45082697384027
2.20973641723207,4.6259074974665,3.97370100224706e-25,1.42642620310662e-21,"111569787","igfn1.3_ENSAOCG00000021641","immunoglobulin like and fibronectin type III domain containing 1, tandem duplicate 3","immunoglobulin-like and fibronectin type III domain-containing protein 1.1",4.16896088073782,1.70302806458153,2.71644476988261,13.9520218286817
2.18243407777297,4.53918748405307,3.23849511868623e-23,4.5702701149324e-20,"111586084","LOC111586084_opn1sw1","putative violet-sensitive opsin.2","putative violet-sensitive opsin",3.54015597521062,1.64665729930992,2.71821085623601,13.0320274207283
2.16846552325471,4.49544995251886,1.91229885465092e-10,6.38559577232117e-09,"111569789","LOC111569789_ENSAOCG00000021928","glutamic acid-rich protein-like","troponin T, skeletal muscle-like",-0.58899805082715,1.19124270199822,3.1456883445112,7.09926942400092
2.15884522847715,4.46557275806678,0.00560121039864913,0.0196065121999196,"129348526","LOC129348526","solute carrier family 25 member 34-like",NA,-1.2645960352587,-0.279922190095017,4.59761264704932,2.83208224364056
1.97073580780479,3.91967980790133,1.28345694345728e-11,5.73450001748994e-10,"111584607","LOC111584607_ENSAOCG00000004221","stonustoxin subunit beta-like.3","tripartite motif-containing protein 16-like protein",-0.374593304113621,1.14728676427718,2.79418485133241,7.65678435042434
1.95717973911169,3.88302161774934,1.5211499735919e-05,0.000133126892040725,"111571487","LOC111571487_bco2b","carotenoid-cleaving dioxygenase, mitochondrial","beta-carotene oxygenase 2",-1.83041822056367,0.581076498742988,3.33328297948039,4.55024133250659
1.93695168976986,3.82895761377759,1.09875095229093e-12,6.62531745052202e-11,"111581477","kcnmb2","potassium large conductance calcium-activated channel, subfamily M, beta member 2","calcium-activated potassium channel subunit beta-2-like.1",-0.918551283125003,1.17716582113618,2.69673755840355,8.1560957287665
1.85743475781613,3.6236277519589,1.34462805296094e-14,1.31043434410284e-12,"111587045","si:ch211-153b23.4","uncharacterized LOC111587045",NA,1.33445849254965,1.20000255275176,2.51486696288051,9.0389364039739
1.80391740056332,3.49167044822542,1.95339169224453e-10,6.48261175155049e-09,"111573147","LOC111573147_ENSAOCG00000004133","serum amyloid P-component-like.1","serum amyloid P-component-like.2",2.22533725286284,0.990470793462901,2.61736400766374,7.09483554326189
1.78486419997978,3.44586026681852,1.06071270524106e-15,1.44592596490393e-13,"129349622","LOC129349622","uncharacterized LOC129349622",NA,0.66778349438294,1.18659093236248,2.38313746759708,9.54465682683012
1.73607630104241,3.33127926306931,3.02286510341714e-05,0.00023900450976489,"129348303","LOC129348303","uncharacterized LOC129348303",NA,3.19919643612373,0.466087667345667,3.00606493473915,4.37344542921421
1.71149619100617,3.27500291556283,0.00610101099280375,0.0210515179049996,"129350271","LOC129350271","uncharacterized LOC129350271",NA,-1.07372077695603,-0.242398026198207,3.66539040821055,2.80239678911589
1.69426086632318,3.23611049002158,7.94219671376957e-10,2.29609440028415e-08,"111567362","LOC111567362","RING finger protein 223",NA,0.794634616464096,0.897187315599566,2.4913344170468,6.80043382498697
1.64708914514046,3.13201070818989,5.34692310432297e-24,9.58308362665765e-21,"118469143","LOC118469143","uncharacterized LOC118469143",NA,2.83034179856855,1.25402502137369,2.04015326890723,13.4062846457067
1.60807172870073,3.04844122097896,1.55197110002142e-17,3.12395827591227e-15,"111576126","LOC111576126_ENSAOCG00000003329","sodium-dependent neutral amino acid transporter B(0)AT1-like.2","sodium-dependent neutral amino acid transporter B(0)AT1-like.3",2.2078640973016,1.11268205506092,2.10346140234054,10.3851603016848
1.60738551625395,3.04699158621091,9.58497431091792e-06,8.91369502195812e-05,"129349422","LOC129349422","uncharacterized LOC129349422",NA,-1.02666916737723,0.505483674181157,2.70928735832675,4.66693636209035
1.58139878020214,2.992598596683,0.00249176844108824,0.00993846457114046,"129349217","LOC129349217","uncharacterized LOC129349217",NA,-1.1680434810004,-0.0487917132001638,3.21158927360444,3.1035430974655
1.58057804211525,2.99089661457973,1.28157766511027e-24,3.06695775012722e-21,"111571855","LOC111571855","uromodulin-like.1",NA,6.87550958448849,1.21161622060233,1.94953986362817,13.7053222651569
1.57221465059596,2.97360836265136,4.43113639083564e-16,6.6346104463548e-14,"111563131","rcvrn2","recoverin 2","visinin-like",3.09005181808559,1.05463366609789,2.08979563509404,9.718254405837
1.54969326791868,2.92754889815053,1.76869812375993e-10,5.96153680587503e-09,"111566442","LOC111566442","apolipoprotein B-100-like.1",NA,5.0557670032038,0.852918369826812,2.24646816601054,7.11554201348974
1.53992896080983,2.90780184916584,7.09874025726446e-05,0.000491774421553432,"129350768","LOC129350768","uncharacterized LOC129350768",NA,1.09413106744274,0.352070106788595,2.72778781483106,4.14754001568103
1.53714149071441,2.90218903067856,1.66929463904386e-15,2.14007547236469e-13,"129349722","gbp","glycogen synthase kinase binding protein",NA,4.93721611147744,1.01698694527758,2.05729603615124,9.45444815352679
1.52649098466027,2.8808428920173,2.68141020192189e-14,2.40634220537473e-12,"111567518","LOC111567518_ENSAOCG00000002393","troponin I, fast skeletal muscle-like","troponin I, fast skeletal muscle-like",3.26785684889554,0.977834683405163,2.07514728591537,8.90120103315231
1.48533666175953,2.79982501134765,2.310144738828e-11,9.64261577226308e-10,"111564652","LOC111564652_KCNJ16","inward rectifier potassium channel 16-like","inward rectifier potassium channel 16-like.1",2.56619530397651,0.854790206503377,2.11588311701568,7.5363758531042
1.47872329501819,2.78701988328242,1.47350558457032e-15,1.93514410246803e-13,"111588015","LOC111588015","mucin-2.8",NA,3.81269637770516,0.979647151961329,1.97779943807505,9.47926886988014
1.45617035397307,2.74379054587332,8.3173662622573e-15,8.57126481131568e-13,"111567811","LOC111567811","intestine-specific homeobox",NA,1.83529676736343,0.946167399062446,1.96617330888369,9.13469876091989
1.4413827137951,2.71581030618822,3.59379503160245e-12,1.86513632266635e-10,"111569474","LOC111569474_SLC6A20","sodium- and chloride-dependent transporter XTRP3","solute carrier family 6 member 20",2.82306301164608,0.858849985918493,2.0239154416717,7.91614456545245
1.43883598393511,2.71102042756034,2.30259760146489e-21,1.20444314746893e-18,"111577389","LOC111577389_ENSAOCG00000018978","acidic mammalian chitinase-like.2","CHIO1, chitinase O-1, chia6-like",7.11000282811466,1.06019070518231,1.81748126268791,12.1571977725179
1.42394778980954,2.68318734521139,1.02180866884052e-26,7.33590503649574e-23,"111587605","pkmb","pyruvate kinase M1/2b","pyruvate kinase PKM-like",9.51878590565059,1.11473474347768,1.73316083614139,14.7329933813808
1.42072852952079,2.67720669925713,2.03717710921553e-16,3.25012745024327e-14,"111588880","LOC111588880","uncharacterized LOC111588880",NA,6.3716781053685,0.960338435975783,1.88111862306579,9.87278930358022
1.41521465830479,2.66699414618463,5.24655131661533e-15,5.5940704087753e-13,"111572353","LOC111572353_ZC3H12A","endoribonuclease ZC3H12A","zinc finger CCCH-type containing 12A",4.3328927710821,0.924487360490128,1.90594195611944,9.22649685944966
1.41469285511377,2.66602970506779,1.87853959149377e-12,1.05916192988463e-10,"111576798","rbp1.1","retinol binding protein 1, cellular, tandem duplicate 1","retinol binding protein 1",3.01087243178837,0.852290383074744,1.9770953271528,8.04766104895273
1.39344105770849,2.6270452628741,9.96127481268729e-14,7.88771826895804e-12,"111582285","LOC111582285_ENSAOCG00000000907","retinoic acid receptor beta-like","retinoic acid receptor beta-like",1.85467558067828,0.877391306676041,1.90949080874094,8.63876713341663
1.39054764025071,2.62178183490194,1.58971459147039e-17,3.17030304361938e-15,"111584730","rgra","retinal G protein coupled receptor a","RPE-retinal G protein-coupled receptor-like.1",3.48502768418824,0.961971846356831,1.81912343414458,10.3803732880218
1.37891071580331,2.60071933716685,3.42026277539854e-06,3.61283078256664e-05,"111573914","lrp2b_ENSAOCG00000021346","low density lipoprotein receptor-related protein 2b","low-density lipoprotein receptor-related protein 2-like",5.89371518694924,0.482547807567947,2.27527362403868,4.9216078549407
1.36805196806793,2.58121795862266,1.00180671808203e-14,1.01300061474416e-12,"111564322","LOC111564322","uncharacterized LOC111564322",NA,3.30675048213938,0.886958292693908,1.84914564344195,9.09761774213652
1.36331091289624,2.57274935621203,9.61904069216963e-18,2.05123661809851e-15,"111572242","gpib","glucose-6-phosphate isomerase b","glucose-6-phosphate isomerase",6.75740519479316,0.947143479021023,1.77947834677146,10.4804892258737
1.36047360603634,2.56769457619338,0.00272556333029049,0.0107161706841542,"111566545","hpxb_ENSAOCG00000011185","hemopexin b","hemopexin-like",5.13609266637553,-0.0553155169645703,2.77626272903724,3.07430029311575
1.36046101983055,2.56767217548467,5.46903899629956e-13,3.64681615796594e-11,"111571927","tnni1c","troponin I, skeletal, slow c","troponin I, slow skeletal muscle-like",2.38768762650465,0.835857916377963,1.88506412328314,8.29678783857629
1.3553777188115,2.55864096476039,1.06947069111437e-15,1.44869558146046e-13,"111585220","slc39a4_ENSAOCG00000004233","solute carrier family 39 member 4","solute carrier family 39 member 4",3.43298950439784,0.900987274608205,1.80976816301479,9.54302122268716
1.35449469002396,2.55707537933463,4.6102488534521e-19,1.4185077115093e-16,"111588746","pfkmb","phosphofructokinase, muscle b","ATP-dependent 6-phosphofructokinase, muscle type-like",6.59589440180996,0.963657985765325,1.7453313942826,11.0875783484201
1.35422464813334,2.55659679388916,0.00109961105161303,0.00500865507758256,"118470957","LOC118470957","uncharacterized LOC118470957",NA,1.55948163662539,0.0656088357960609,2.64284046047063,3.36218801124427
1.35123386172989,2.55130231747229,1.29848574095015e-08,2.68911402774849e-07,"129349006","LOC129349006","uncharacterized LOC129349006",NA,0.924494648512496,0.65404152828609,2.04842619517369,6.20058484591272
1.34189590205825,2.53484213544189,2.99503120374592e-05,0.000237419882466984,"129349122","mymk","myomaker, myoblast fusion factor",NA,-0.912844005534974,0.360801771424171,2.32299003269233,4.3758546348835
1.33544795224955,2.52353824667828,1.2127820873306e-22,1.3747842419435e-19,"111564194","muc3a","mucin 3A, cell surface associated",NA,5.17389769886548,1.00060066508221,1.67029523941689,12.7595371011524
1.31754661939675,2.49241899914715,1.92894971450677e-07,2.85930619071209e-06,"111587054","map1lc3cl_ENSAOCG00000010794","microtubule-associated protein 1 light chain 3 gamma, like","microtubule-associated proteins 1A/1B light chain 3C-like.1",1.63958868302701,0.564636445135071,2.07045679365843,5.5985757981388
1.31386995840719,2.48607523794925,1.30168569465143e-08,2.6931514400963e-07,"111564602","LOC111564602_ACSF2","medium-chain acyl-CoA ligase ACSF2, mitochondrial-like","acyl-CoA synthetase family member 2, mitochondrial-like",1.94247660087657,0.635897376140983,1.9918425406734,6.20004710283917
1.30868886394451,2.4771631053325,4.29382676616177e-08,7.59905019635105e-07,"111586189","LOC111586189","protein AMBP-like.1",NA,0.705887813700341,0.603470081732634,2.01390764615639,5.93700307380655
1.28487405615587,2.43660780800192,1.09803964987262e-17,2.31858607636827e-15,"111570765","bco2l","beta-carotene 15, 15-dioxygenase 2, like","beta,beta-carotene 9',10'-oxygenase-like.1",5.00431768034242,0.891660557043639,1.6780875552681,10.4541054987709
1.28482017229735,2.43651680375304,0.000335586173323814,0.00183355022857644,"111578762","hhipl2","HHIP-like 2","HHIP like 2",-1.29444046726616,0.178496825309754,2.39114351928494,3.71548067200684
1.28141792001522,2.43077762968991,9.0670704304989e-21,3.82914829278599e-18,"111576119","LOC111576119_ENSAOCG00000003314","sodium-dependent neutral amino acid transporter B(0)AT1-like.1","sodium-dependent neutral amino acid transporter B(0)AT1-like.1",3.14123769849669,0.936299328223573,1.62653651180687,11.8789259409206
1.26626426813375,2.40537906687228,9.49364302304133e-13,5.89262488271655e-11,"111581418","zgc:153981_ENSAOCG00000003227","dual specificity protein phosphatase family protein","dual specificity protein phosphatase 13-like.1",1.79839610526515,0.771351528632443,1.76117700763506,8.18559882672354
1.25899892781732,2.39329614780997,2.83575368905868e-12,1.51554498647508e-10,"111568769","LOC111568769_ENSAOCG00000015923","transcription termination factor 2, mitochondrial-like","transcription termination factor 2, mitochondrial-like",2.88424980524767,0.753247824363587,1.76475003127105,7.96422018904473
1.25889911406744,2.3931305718616,5.20338921042375e-08,8.96564774512855e-07,"111584087","LOC111584087","mucin-2-like.5",NA,3.26172938362466,0.575584961939968,1.94221326619491,5.89420517964726
1.25837055488193,2.39225396285829,5.31365907716081e-19,1.58952207227624e-16,"111583614","tmprss2","transmembrane serine protease 2","transmembrane protease serine 2-like",3.97286480907001,0.894336063488082,1.62240504627577,11.059124592479
1.25099125180428,2.38004896045918,3.54539526010812e-15,4.10541522108648e-13,"111588726","LOC111588726_ENSAOCG00000006909","5-aminolevulinate synthase, non-specific, mitochondrial-like","5-aminolevulinate synthase, nonspecific, mitochondrial-like",2.51648501976569,0.820846935096398,1.68113556851216,9.30453814898993
1.24480542439149,2.36986589761821,8.2479089585836e-08,1.34273214777002e-06,"111571645","tlr18","toll-like receptor 18","toll-like receptor 2 type-1",-0.186558535328604,0.557104462077185,1.9325063867058,5.79104016919919
1.24366808213958,2.36799836055291,2.82277351997525e-10,8.91450089050249e-09,"111564142","LOC111564142","cadherin-23",NA,4.95319577525851,0.676710948590686,1.81062521568847,7.01792951277062
1.23378516093894,2.35183225119381,3.7012533397336e-06,3.86978613743604e-05,"111562760","LOC111562760","GTPase IMAP family member GIMD1",NA,-0.433905215378599,0.428611352694839,2.03895896918304,4.90235368617986
1.23185122360526,2.34868172462845,5.58286075148133e-08,9.54314721154008e-07,"111572076","cebpb","CCAAT enhancer binding protein beta",NA,5.61193021146034,0.56143105124495,1.90227139596557,5.87849188745665
1.22932138500815,2.34456680155448,1.67423910800268e-24,3.60597619081618e-21,"111580810","cdhr2_ENSAOCG00000021056","cadherin related family member 2","cadherin related family member 2",7.06361372218508,0.941175441020034,1.51746732899627,13.6492146362046
1.22248795768984,2.33348785354215,5.40959629808539e-13,3.618381523856e-11,"118469290","si:ch73-29c22.1","kelch-like protein 20.2",NA,3.44166274086269,0.751213225976055,1.69376268940362,8.29898867973588
1.21618496361566,2.32331531006422,2.06495795375748e-11,8.78953842055903e-10,"111567633","zanl","zonadhesin, like",NA,7.64675539898663,0.701469442159547,1.73090048507177,7.55939609943743
1.21085687812279,2.31475078883548,3.08158444193296e-17,5.77140571394366e-15,"129348792","LOC129348792","protein FAM13A-like.1",NA,4.85036311093787,0.832863020798661,1.58885073544693,10.2485590578053
1.20101797206338,2.29901833541773,8.63039046235805e-25,2.3337209518715e-21,"111566855","angptl4","angiopoietin-like 4","angiopoietin like 4",5.44317213610073,0.922349109659524,1.47968683446723,13.7884611202991
1.19161413628397,2.28408151076078,3.31810060158177e-05,0.000259119835956737,"118470952","si:dkeyp-118a3.2","uncharacterized si:dkeyp-118a3.2",NA,0.575880455701833,0.315041598383573,2.06818667418437,4.34913134269338
1.191150127952,2.28334700873146,1.62597802279331e-05,0.000140426897255997,"111563188","LOC111563188_ENSAOCG00000003807","sodium- and chloride-dependent betaine transporter-like","sodium- and chloride-dependent betaine transporter-like",2.19888995965219,0.350509309782448,2.03179094612154,4.53326143019089
1.18677188304469,2.27642808401399,2.20694542643954e-08,4.2938744891287e-07,"111587535","ier2a_ENSAOCG00000002050","immediate early response 2a","immediate early response gene 2 protein-like",3.38657225195977,0.562730000135175,1.81081376595421,6.0842667617017
1.18192191219115,2.26878816533853,1.13714194403333e-08,2.39645432393247e-07,"111580050","dpep1","dipeptidase 1","dipeptidase 1-like",5.06207936696063,0.574924022391447,1.78891980199085,6.22954518633134
1.18040133069241,2.26639815235097,3.05160348260108e-07,4.28178734907245e-06,"111573339","ptafr","platelet-activating factor receptor","platelet activating factor receptor",1.35311870939621,0.49294658144345,1.86785607994136,5.49338846347859
1.17512879910263,2.25813039912239,8.39980614370811e-13,5.30542594496145e-11,"111582117","LOC111582117_ENSAOCG00000019985","serine-rich adhesin for platelets","serine-rich adhesin for platelets-like.1",4.06693741379902,0.717217630987626,1.63303996721763,8.21029895979938
1.17341064062431,2.25544270949718,0.0174854056114198,0.049578813330537,"118470731","LOC118470731","uncharacterized protein K02A2.6-like.4",NA,0.327995181654519,-0.37992136094073,2.72674264218936,2.4167986508664
1.1677832730309,2.24666227881935,1.04598992136202e-07,1.66754485020689e-06,"111574032","zgc:162297","uncharacterized LOC111574032","uncharacterized protein F13E9.13, mitochondrial-like",0.155780611922428,0.516614890690997,1.8189516553708,5.73751299877841
1.16620971354164,2.24421316145107,2.06133484104112e-08,4.05082388744012e-07,"111572374","nocta_NOCT","nocturnin a","nocturnin",4.00301514724194,0.554490038859635,1.77792938822364,6.09928522208344
1.16618442317528,2.24417382086005,0.000531002986530684,0.00269734488771176,"111574808","LOC111574808_HBE1","hemoglobin subunit beta-like.1","hemoglobin subunit beta-2, MN-cluster",-1.37831845996738,0.124481334167317,2.20788751218324,3.581607753484
1.16055728405928,2.23543761394958,1.48099805321283e-09,3.90425166096671e-08,"111575162","col28a1a","collagen, type XXVIII, alpha 1a",NA,1.69355939709749,0.603751728357615,1.71736283976095,6.66834036712566
1.15962734093333,2.23399714320988,7.31811663582939e-21,3.15235192204987e-18,"111576127","LOC111576127_slc6a19a.1","sodium-dependent neutral amino acid transporter B(0)AT1-like.3","sodium-dependent neutral amino acid transporter B(0)AT1-like",5.74554968168175,0.848447608918074,1.47080707294858,11.9223503864551
1.15641621861752,2.22903028581775,4.56338635978174e-16,6.73193256280679e-14,"111580296","LOC111580296_ENSAOCG00000002086","keratin, type I cytoskeletal 18-like.1","keratin, type I cytoskeletal 18-like",2.36883222973725,0.775488934943833,1.5373435022912,9.71240606436348
1.15530269462886,2.22731050374883,4.38080610920123e-19,1.3674464055069e-16,"111573813","pcyt1bb","phosphate cytidylyltransferase 1B, choline b","choline-phosphate cytidylyltransferase B-like",5.73340810868655,0.822249772618193,1.48835561663952,11.0978097483692
1.15117343523835,2.22094464461617,3.57972839248752e-10,1.10617202463983e-08,"111568180","LOC111568180_JUNB","transcription factor JunB-like","transcription factor jun-B-like.1",4.91689789811017,0.622634666466013,1.67971220401069,6.96816856132573
1.14946601879315,2.21831773162132,7.48707322057615e-14,6.10820390245337e-12,"111567980","LOC111567980_slc22a13b","solute carrier family 22 member 13-like.5","solute carrier family 22 member 13-like.7",1.97694023540993,0.726569016988724,1.57236302059758,8.69593466435882
1.14628250963538,2.21342809891596,4.76520050977955e-06,4.82524158813503e-05,"111582918","si:dkey-30k22.5_ENSAOCG00000015631","lecithin retinol acyltransferase family protein","novel gene phospholipase A2 (plaat3/pla2g16 orthologue)",0.306124059293918,0.388647761150873,1.9039172581199,4.84045868975116
1.14278400422472,2.20806708470144,1.41716975740604e-09,3.78228032651936e-08,"111568649","LOC111568649_CYP8B1","5-beta-cholestane-3-alpha,7-alpha-diol 12-alpha-hydroxylase-like","5-beta-cholestane-3-alpha,7-alpha-diol 12-alpha-hydroxylase-like.1",2.90972953642473,0.595274761352267,1.69029324709717,6.67770816125663
1.14152349118373,2.20613869254782,0.00101972156301134,0.00469892234149298,"111586802","LOC111586802_fgfbp2b","fibroblast growth factor-binding protein 2-like.1","fibroblast growth factor-binding protein 2-like.1",3.71501323822991,0.062738903495136,2.22030807887233,3.38535999116308
1.13782317032189,2.20048749066702,1.69580053323678e-05,0.000145514549342047,"118470850","LOC118470850","gastrula zinc finger protein XlCGF57.1-like.11",NA,-0.307044740190382,0.332911773283646,1.94273456736014,4.52252976580965
1.13569918936425,2.19725024743108,7.58688098630709e-09,1.67768216307066e-07,"111587887","LOC111587887_ENSAOCG00000019284","trypsin-like.2","trypsinogen2a, loop2",0.378031781132083,0.560565097032181,1.71083328169633,6.31755368302434
1.13169831089779,2.19116527956404,4.81416259203543e-22,3.98797822720228e-19,"111573921","muc13b","mucin 13b, cell surface associated","mucin-13-like",6.72235250358959,0.841503724689093,1.42189289710648,12.4765956071419
1.12813309340045,2.18575711224105,2.10226284177452e-09,5.35840675575618e-08,"111587043","si:ch211-153b23.5","uncharacterized LOC111587043","ES1 protein homolog, mitochondrial-like",2.79835563058082,0.580756145908682,1.67551004089223,6.59369073124705
1.12655404462052,2.1833660809547,1.70150038652623e-08,3.40584714916375e-07,"111588377","tdo2a","tryptophan 2,3-dioxygenase a","tryptophan 2,3-dioxygenase",7.32139609372869,0.539689062053889,1.71341902718716,6.14141678944718
1.11920733592326,2.172275877343,2.61218026779497e-05,0.000211746852118058,"111574837","angptl6","angiopoietin-like 6","angiopoietin like 6",-0.662695074902555,0.307516924238588,1.93089774760793,4.41138406068308
1.11797954590473,2.17042797187215,8.50975635108002e-06,8.0211436450574e-05,"111568600","LOC111568600_ENSAOCG00000022734","transcriptional regulator Myc-like","transcriptional regulator Myc-like",1.6920494702054,0.356439247048884,1.87951984476058,4.69673119485728
1.11542360870422,2.16658615758049,1.63633886948847e-12,9.42338678370123e-11,"111572112","LOC111572112_slc16a7","monocarboxylate transporter 2","monocarboxylate transporter 2-like.1",3.25456590562502,0.673527558551223,1.55731965885721,8.07559350431396
1.11440082182587,2.16505071833403,6.25141398390153e-05,0.000442322451988407,"111584977","LOC111584977_ENSAOCG00000009690","natterin-3-like.1","natterin-3-like.1",3.56472682862072,0.26179289192173,1.96700875173002,4.18164146357581
1.11250090357557,2.16220138987832,5.47859971221524e-06,5.47047197967973e-05,"111577997","LOC111577997_ENSAOCG00000017810","solute carrier family 22 member 13.2","solute carrier family 22 member 13-like.3",1.3829893352316,0.371937033511613,1.85306477363954,4.80609763786596
1.10263429854516,2.14746452434249,1.54394842662885e-13,1.16271193051511e-11,"111579317","si:ch73-366l1.5","FILIA-N KH-like domain-containing protein","protein TsetseEP-like",5.74542357782569,0.690088323540891,1.51518027354943,8.55094042237359
1.10185211334071,2.14630055020547,0.000855504811318062,0.00402663081865569,"118471472","LOC118471472","mucin-2-like.13",NA,-0.765276649834052,0.0767700261938484,2.12693420048757,3.43889884931685
1.09985090298897,2.14332540914822,4.30688461925549e-11,1.68046523423052e-09,"111566294","zgc:162730","uncharacterized LOC111566294","mRNA decay activator protein ZFP36-like",7.46377135575543,0.624874146871258,1.57482765910668,7.40825965842776
1.09856472310821,2.14141546041356,6.74738228419883e-10,1.97452608202547e-08,"111570643","LOC111570643_slc25a42","mitochondrial coenzyme A transporter SLC25A42","solute carrier family 25 member 42",4.87457707845068,0.584342294612722,1.6127871516037,6.83485603340005
1.0913061269992,2.13066846763777,8.85812895305917e-10,2.51697073075183e-08,"111566860","ifi30a_ifi30","IFI30 lysosomal thiol reductase a","gamma-interferon-inducible lysosomal thiol reductase-like.1",4.20929004104554,0.576147575740849,1.60646467825755,6.77735785435488
1.09080243136021,2.12992470609479,1.12423408550858e-11,5.11918683587394e-10,"111562408","pfkfb1","6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1","6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1-like",1.1892921668932,0.636629306449869,1.54497555627055,7.68385928094827
